week;rank;rise;rise_nb;name;artist;last_week;peak;week_chart
"
                January 18, 2020
                ";93;New;-;I Hope You're Happy Now;Carly Pearce & Lee Brice;-;93;1
"
                January 18, 2020
                ";94;New;-;20/20;Lil Tjay;-;94;1
"
                January 18, 2020
                ";95;New;-;Say So;Doja Cat Featuring Nicki Minaj;-;95;1
"
                January 18, 2020
                ";96;Re-Enter;-;Make No Sense;YoungBoy Never Broke Again;-;57;9
"
                January 18, 2020
                ";97;Rising;+2;Slow Dance In A Parking Lot;Jordan Davis;99;97;2
"
                January 18, 2020
                ";98;New;-;ORANGE SODA;Baby Keem;-;98;1
"
                January 18, 2020
                ";99;Re-Enter;-;All Dat;Moneybagg Yo X Megan Thee Stallion;-;70;3
"
                January 18, 2020
                ";100;Failing;-44;WHAT TO DO?;JACKBOYS Featuring Don Toliver;56;56;2
"
                January 25, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;6
"
                January 25, 2020
                ";2;New;-;Life Is Good;Future Featuring Drake;-;2;1
"
                January 25, 2020
                ";3;Steady;-;Circles;Post Malone;3;1;20
"
                January 25, 2020
                ";4;Steady;-;Memories;Maroon 5;4;2;17
"
                January 25, 2020
                ";5;Rising;+5;Lose You To Love Me;Selena Gomez;10;1;13
"
                January 25, 2020
                ";6;Steady;-;Someone You Loved;Lewis Capaldi;6;1;36
"
                January 25, 2020
                ";7;Failing;-2;10,000 Hours;Dan + Shay & Justin Bieber;5;4;15
"
                January 25, 2020
                ";8;Failing;-1;Dance Monkey;Tones And I;7;7;15
"
                January 25, 2020
                ";9;Steady;-;Roxanne;Arizona Zervas;9;4;11
"
                January 25, 2020
                ";10;Failing;-8;Yummy;Justin Bieber;2;2;2
"
                January 25, 2020
                ";11;Failing;-3;Good As Hell;Lizzo;8;3;21
"
                January 25, 2020
                ";12;Steady;-;BOP;DaBaby;12;11;16
"
                January 25, 2020
                ";13;Failing;-2;Ballin';Mustard & Roddy Ricch;11;11;26
"
                January 25, 2020
                ";14;Steady;-;Don't Start Now;Dua Lipa;14;14;11
"
                January 25, 2020
                ";15;Failing;-2;HIGHEST IN THE ROOM;Travis Scott;13;1;15
"
                January 25, 2020
                ";16;New;-;Sum 2 Prove;Lil Baby;-;16;1
"
                January 25, 2020
                ";17;New;-;Good News;Mac Miller;-;17;1
"
                January 25, 2020
                ";18;Failing;-1;Heartless;The Weeknd;17;1;8
"
                January 25, 2020
                ";19;Failing;-4;No Guidance;Chris Brown Featuring Drake;15;5;32
"
                January 25, 2020
                ";20;Failing;-4;Trampoline;SHAED;16;13;33
"
                January 25, 2020
                ";21;Rising;+1;Woah;Lil Baby;22;16;10
"
                January 25, 2020
                ";22;Failing;-3;Everything I Wanted;Billie Eilish;19;8;10
"
                January 25, 2020
                ";23;Rising;+3;The Bones;Maren Morris;26;23;17
"
                January 25, 2020
                ";24;Failing;-6;Senorita;Shawn Mendes & Camila Cabello;18;1;30
"
                January 25, 2020
                ";25;Rising;+4;Hot Girl Bummer;blackbear;29;25;18
"
                January 25, 2020
                ";26;Failing;-2;Adore You;Harry Styles;24;24;6
"
                January 25, 2020
                ";27;Rising;+8;High Fashion;Roddy Ricch Featuring Mustard;35;27;3
"
                January 25, 2020
                ";28;Failing;-5;Panini;Lil Nas X;23;5;30
"
                January 25, 2020
                ";29;New;-;You Should Be Sad;Halsey;-;29;1
"
                January 25, 2020
                ";30;New;-;Rare;Selena Gomez;-;30;1
"
                January 25, 2020
                ";31;Failing;-10;Hot;Young Thug Featuring Gunna;21;11;22
"
                January 25, 2020
                ";32;Rising;+7;Blinding Lights;The Weeknd;39;11;7
"
                January 25, 2020
                ";33;Failing;-13;Truth Hurts;Lizzo;20;1;37
"
                January 25, 2020
                ";34;Failing;-9;Only Human;Jonas Brothers;25;18;30
"
                January 25, 2020
                ";35;Failing;-7;Bandit;Juice WRLD & YoungBoy Never Broke Again;28;10;15
"
                January 25, 2020
                ";36;Failing;-9;One Man Band;Old Dominion;27;20;21
"
                January 25, 2020
                ";37;Failing;-6;Even Though I'm Leaving;Luke Combs;31;11;20
"
                January 25, 2020
                ";38;Failing;-6;I Don't Care;Ed Sheeran & Justin Bieber;32;2;33
"
                January 25, 2020
                ";39;Rising;+2;Suicidal;YNW Melly & Juice WRLD;41;39;8
"
                January 25, 2020
                ";40;Failing;-7;Bad Guy;Billie Eilish;33;1;42
"
                January 25, 2020
                ";41;Failing;-3;Falling;Trevor Daniel;38;31;9
"
                January 25, 2020
                ";42;Failing;-8;Sucker;Jonas Brothers;34;1;41
"
                January 25, 2020
                ";43;Failing;-13;Futsal Shuffle 2020;Lil Uzi Vert;30;5;5
"
                January 25, 2020
                ";44;Steady;-;My Oh My;Camila Cabello Featuring DaBaby;44;44;6
"
                January 25, 2020
                ";45;Rising;+3;Juicy;Doja Cat & Tyga;48;45;12
"
                January 25, 2020
                ";46;Failing;-9;On Chill;Wale Featuring Jeremih;37;22;23
"
                January 25, 2020
                ";47;Rising;+4;Heartache Medication;Jon Pardi;51;47;16
"
                January 25, 2020
                ";48;Failing;-6;Talk;Khalid;42;3;46
"
                January 25, 2020
                ";49;Failing;-9;What If I Never Get Over You;Lady Antebellum;40;40;21
"
                January 25, 2020
                ";50;Failing;-14;Lover;Taylor Swift;36;10;22
"
                January 25, 2020
                ";51;Rising;+3;Kinfolks;Sam Hunt;54;51;14
"
                January 25, 2020
                ";52;Failing;-5;Ridin' Roads;Dustin Lynch;47;47;11
"
                January 25, 2020
                ";53;Rising;+7;U Played;MoneyBagg Yo Featuring Lil Baby;60;53;2
"
                January 25, 2020
                ";54;Failing;-5;Playing Games;Summer Walker;49;16;20
"
                January 25, 2020
                ";55;Rising;+7;TOES;DaBaby Featuring Lil Baby & Moneybagg Yo;62;28;7
"
                January 25, 2020
                ";56;Rising;+5;South Of The Border;Ed Sheeran Featuring Camila Cabello & Cardi B;61;53;6
"
                January 25, 2020
                ";57;Failing;-4;VIBEZ;DaBaby;53;21;16
"
                January 25, 2020
                ";58;Failing;-15;Graveyard;Halsey;43;34;18
"
                January 25, 2020
                ";59;Failing;-4;Heat;Chris Brown Featuring Gunna;55;36;20
"
                January 25, 2020
                ";60;Rising;+3;Homesick;Kane Brown;63;60;9
"
                January 25, 2020
                ";61;Failing;-2;Heart On Ice;Rod Wave;59;54;10
"
                January 25, 2020
                ";62;Failing;-6;Start Wit Me;Roddy Ricch & Gunna;56;56;9
"
                January 25, 2020
                ";63;Failing;-5;No Idea;Don Toliver;58;43;7
"
                January 25, 2020
                ";64;Rising;+1;I Hope;Gabby Barrett;65;64;3
"
                January 25, 2020
                ";65;Failing;-13;Out West;JACKBOYS Featuring Young Thug;52;38;3
"
                January 25, 2020
                ";66;Rising;+4;SUGAR;BrockHampton;70;66;2
"
                January 25, 2020
                ";67;Rising;+1;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;68;66;8
"
                January 25, 2020
                ";68;Rising;+1;BEST ON EARTH;Russ & BIA;69;68;6
"
                January 25, 2020
                ";69;Rising;+18;Tusa;Karol G & Nicki Minaj;87;69;7
"
                January 25, 2020
                ";70;Failing;-4;Take What You Want;Post Malone Featuring Ozzy Osbourne & Travis Scott;66;8;19
"
                January 25, 2020
                ";71;Failing;-4;Slide;H.E.R. Featuring YG;67;67;4
"
                January 25, 2020
                ";72;Rising;+2;We Back;Jason Aldean;74;72;7
"
                January 25, 2020
                ";73;Rising;+2;What She Wants Tonight;Luke Bryan;75;73;4
"
                January 25, 2020
                ";74;Rising;+4;Make Me Want To;Jimmie Allen;78;74;3
"
                January 25, 2020
                ";75;Rising;+8;I Wish Grandpas Never Died;Riley Green;83;75;3
"
                January 25, 2020
                ";76;Rising;+6;More Hearts Than Mine;Ingrid Andress;82;76;3
"
                January 25, 2020
                ";77;Rising;+18;Say So;Doja Cat Featuring Nicki Minaj;95;77;2
"
                January 25, 2020
                ";78;Failing;-6;Camelot;NLE Choppa;72;37;18
"
                January 25, 2020
                ";79;Rising;+17;Make No Sense;YoungBoy Never Broke Again;96;57;10
"
                January 25, 2020
                ";80;Failing;-16;Remember You Young;Thomas Rhett;64;53;18
"
                January 25, 2020
                ";81;Failing;-1;Easy;DaniLeigh Featuring Chris Brown;80;79;11
"
                January 25, 2020
                ";82;Failing;-3;Tip Toe;Roddy Ricch Featuring A Boogie Wit da Hoodie;79;73;7
"
                January 25, 2020
                ";83;New;-;Eleven;Khalid;-;83;1
"
                January 25, 2020
                ";84;Rising;+15;All Dat;Moneybagg Yo X Megan Thee Stallion;99;70;4
"
                January 25, 2020
                ";85;Failing;-12;Leave Em Alone;Layton Greene, Lil Baby, City Girls & PnB Rock;73;60;15
"
                January 25, 2020
                ";86;New;-;Conversations In The Dark;John Legend;-;86;1
"
                January 25, 2020
                ";87;Rising;+6;I Hope You're Happy Now;Carly Pearce & Lee Brice;93;87;2
"
                January 25, 2020
                ";88;Steady;-;Jerry Sprunger;Tory Lanez & T-Pain;88;44;7
"
                January 25, 2020
                ";89;New;-;Protect da Brand;Moneybagg Yo Featuring DaBaby;-;89;1
"
                January 25, 2020
                ";90;Failing;-33;Into The Unknown;Idina Menzel & AURORA;57;46;8
"
                January 25, 2020
                ";91;Rising;+1;Vete;Bad Bunny;92;33;8
"
                January 25, 2020
                ";92;Re-Enter;-;Look At Her Now.;Selena Gomez;-;27;4
"
                January 25, 2020
                ";93;Failing;-9;homecoming queen?;Kelsea Ballerini;84;82;6
"
                January 25, 2020
                ";94;Failing;-13;Watermelon Sugar;Harry Styles;81;54;8
"
                January 25, 2020
                ";95;Failing;-18;Nice To Meet Ya;Niall Horan;77;63;14
"
                January 25, 2020
                ";96;Failing;-5;July;Noah Cyrus & Leon Bridges;91;91;3
"
                January 25, 2020
                ";97;Failing;-11;Peta;Roddy Ricch Featuring Meek Mill;86;72;4
"
                January 25, 2020
                ";98;Failing;-13;223's;YNW Melly & 9lokknine;85;34;19
"
                January 25, 2020
                ";99;Failing;-2;Slow Dance In A Parking Lot;Jordan Davis;97;97;3
"
                January 25, 2020
                ";100;Failing;-10;All I Want;Olivia Rodrigo;90;90;2
"
                February 1, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;7
"
                February 1, 2020
                ";2;Steady;-;Life Is Good;Future Featuring Drake;2;2;2
"
                February 1, 2020
                ";3;New;-;Godzilla;Eminem Featuring Juice WRLD;-;3;1
"
                February 1, 2020
                ";4;Failing;-1;Circles;Post Malone;3;1;21
"
                February 1, 2020
                ";5;Failing;-1;Memories;Maroon 5;4;2;18
"
                February 1, 2020
                ";6;Rising;+1;10,000 Hours;Dan + Shay & Justin Bieber;7;4;16
"
                February 1, 2020
                ";7;Rising;+1;Dance Monkey;Tones And I;8;7;16
"
                February 1, 2020
                ";8;Failing;-2;Someone You Loved;Lewis Capaldi;6;1;37
"
                February 1, 2020
                ";9;Steady;-;Roxanne;Arizona Zervas;9;4;12
"
                February 1, 2020
                ";10;Failing;-5;Lose You To Love Me;Selena Gomez;5;1;14
"
                February 1, 2020
                ";11;Failing;-1;Yummy;Justin Bieber;10;2;3
"
                February 1, 2020
                ";12;Failing;-1;Good As Hell;Lizzo;11;3;22
"
                February 1, 2020
                ";13;Failing;-1;BOP;DaBaby;12;11;17
"
                February 1, 2020
                ";14;Failing;-1;Ballin';Mustard & Roddy Ricch;13;11;27
"
                February 1, 2020
                ";15;Failing;-1;Don't Start Now;Dua Lipa;14;14;12
"
                February 1, 2020
                ";16;New;-;What A Man Gotta Do;Jonas Brothers;-;16;1
"
                February 1, 2020
                ";17;Failing;-2;HIGHEST IN THE ROOM;Travis Scott;15;1;16
"
                February 1, 2020
                ";18;Failing;-1;Good News;Mac Miller;17;17;2
"
                February 1, 2020
                ";19;Failing;-1;Heartless;The Weeknd;18;1;9
"
                February 1, 2020
                ";20;Rising;+7;High Fashion;Roddy Ricch Featuring Mustard;27;20;4
"
                February 1, 2020
                ";21;Rising;+11;Blinding Lights;The Weeknd;32;11;8
"
                February 1, 2020
                ";22;Rising;+1;The Bones;Maren Morris;23;22;18
"
                February 1, 2020
                ";23;Failing;-1;Everything I Wanted;Billie Eilish;22;8;11
"
                February 1, 2020
                ";24;Failing;-4;Trampoline;SHAED;20;13;34
"
                February 1, 2020
                ";25;Failing;-6;No Guidance;Chris Brown Featuring Drake;19;5;33
"
                February 1, 2020
                ";26;Rising;+3;You Should Be Sad;Halsey;29;26;2
"
                February 1, 2020
                ";27;Failing;-2;Hot Girl Bummer;blackbear;25;25;19
"
                February 1, 2020
                ";28;New;-;Darkness;Eminem;-;28;1
